Data Storage (GB),Software Licenses,Type of machine,GPU,File import,Export file size (MB),Time period,Cost in pounds
250,Text Analytics,16_64,NC12 Promo,Yes,2000,3,16158.9213
750,Immersive Reader,8_32,NV12s v3,No,2000,6,44943.0536
50,Face,4_16,NC12 Promo,No,0,6,4074.9418
500,None,4_16,NC12,Yes,100,18,31824.4554
750,Speech Services,16_64,NV12s v3,No,0,3,44910.7313
50,None,16_64,NC12 Promo,Yes,500,18,10860.7178
1000,Face,16_64,NC12,Yes,100,18,65990.2178
1000,Speaker,64_256,NC12 Promo,Yes,0,12,59006.6421
750,Text Analytics,16_64,NV12s v3,No,500,12,43930.4516
50,Face,4_16,NC12,Yes,500,6,4841.4418
250,None,16_64,NC12 Promo,Yes,5000,12,15172.9716
1000,Speaker,4_16,None,No,1000,6,57888.5918
500,Speech Services,64_256,NV12s v3,No,5000,3,35195.6495
750,Face,32_128,NC12,Yes,5000,3,47208.9849
250,Text Analytics,64_256,None,Yes,100,24,60696.946
750,Speaker,8_32,NC12 Promo,Yes,100,12,43663.1008
100,None,8_32,NV12s v3,Yes,100,12,6598.4708
500,Face,32_128,NC12,No,100,18,47369.3794
50,Speech Services,32_128,None,No,500,18,20266.6294
500,Face,64_256,NV12,No,5000,6,41825.119
250,Speech Services,32_128,NC12 Promo,No,5000,3,17831.3849
50,Text Analytics,16_64,NV12,No,500,6,6915.8226
500,Text Analytics,8_32,None,Yes,100,3,29242.5118
750,Immersive Reader,4_16,None,No,2000,3,43268.9809
1000,Immersive Reader,64_256,NV12s v3,No,0,3,63793.1395
50,Text Analytics,32_128,NC12 Promo,No,5000,6,9282.2798
250,Speaker,4_16,NV12s v3,No,5000,6,15719.3118
250,Speaker,16_64,NC12,No,1000,18,23083.7778
1000,Immersive Reader,32_128,NV12,Yes,500,18,76229.0494
50,Face,32_128,None,Yes,0,3,5763.6849
100,Immersive Reader,16_64,None,Yes,2000,18,13148.6478
100,Immersive Reader,4_16,NC12 Promo,No,5000,3,6662.2209
750,Speech Services,32_128,NV12s v3,Yes,2000,12,44281.7387
500,Speech Services,64_256,None,Yes,0,24,75001.226
750,Immersive Reader,8_32,NV12s v3,Yes,5000,3,44332.0318
750,Immersive Reader,64_256,NV12s v3,Yes,100,12,44850.7121
1000,Speaker,4_16,NV12s v3,No,2000,6,58643.1518
250,Face,16_64,NV12,No,2000,3,17146.2113
750,Immersive Reader,16_64,NC12,No,2000,3,45540.8013
50,None,8_32,NV12,Yes,2000,18,8164.9708
500,Speaker,16_64,None,No,100,3,29872.1513
750,Speech Services,4_16,NC12,No,100,12,44343.5604
50,Face,16_64,None,Yes,1000,24,12741.0904
250,None,32_128,NC12,Yes,500,3,18568.3749
750,Speaker,16_64,None,No,5000,18,50367.5878
250,Speaker,8_32,None,Yes,100,24,19265.7344
50,Text Analytics,16_64,NV12,Yes,100,6,6909.8526
50,Immersive Reader,8_32,NC12 Promo,Yes,1000,18,7181.7208
500,None,32_128,NC12 Promo,Yes,500,12,29804.3987
50,Text Analytics,8_32,NC12 Promo,No,5000,18,7186.5008
1000,Immersive Reader,4_16,NC12 Promo,No,100,6,58462.6218
750,Text Analytics,32_128,NV12,Yes,2000,12,45110.6787
100,None,16_64,None,Yes,1000,6,8206.2226
500,Immersive Reader,32_128,NV12s v3,Yes,5000,6,35202.7898
1000,Speech Services,16_64,NV12,Yes,2000,3,60073.1513
250,Face,16_64,NC12,No,0,3,16893.1013
100,Speaker,64_256,NV12,Yes,100,6,18916.799
1000,None,8_32,NV12s v3,No,5000,18,61719.7308
100,Speaker,4_16,NV12s v3,Yes,0,18,8337.8054
50,None,32_128,NV12,No,1000,12,5036.9087
750,Face,16_64,NC12,No,100,3,45518.6313
1000,Speaker,4_16,NV12s v3,Yes,2000,12,58086.2904
50,None,32_128,None,No,500,18,20266.6294
250,Speech Services,16_64,NV12s v3,No,0,3,16290.8613
500,Face,32_128,None,No,1000,36,29026.8259
50,Text Analytics,16_64,NC12 Promo,No,100,12,3701.1816
1000,Speaker,16_64,NV12s v3,Yes,0,18,65396.6078
1000,Immersive Reader,32_128,None,No,2000,24,80461.0992
500,Text Analytics,4_16,NV12,No,0,3,30505.9009
500,Text Analytics,8_32,NC12 Promo,No,0,18,32914.8708
100,None,8_32,NC12 Promo,No,5000,6,7580.5536
50,Speaker,4_16,NV12s v3,Yes,0,18,5475.8254
250,Speech Services,32_128,NV12,Yes,0,6,21685.1398
1000,Face,64_256,NV12s v3,Yes,1000,3,63806.4495
100,Speaker,64_256,NV12,Yes,500,3,13125.0995
250,Speaker,64_256,NC12 Promo,Yes,2000,18,49726.897
50,None,64_256,NC12,Yes,100,12,5375.1421
250,Face,32_128,NV12,Yes,1000,18,33300.9294
500,Text Analytics,4_16,None,No,2000,6,29260.4018
750,Speech Services,32_128,NV12s v3,No,0,3,46577.2349
750,Face,16_64,NC12,Yes,500,12,44532.6916
50,Speech Services,16_64,NC12 Promo,Yes,0,12,3695.5216
50,Speaker,64_256,NV12,No,2000,18,39263.387
50,Face,32_128,None,Yes,5000,12,3474.1487
750,None,16_64,None,Yes,500,6,45406.0926
50,Speaker,8_32,NC12 Promo,No,100,12,3595.2908
50,Immersive Reader,8_32,NC12,Yes,0,3,4834.0918
250,Immersive Reader,32_128,NC12 Promo,Yes,1000,3,17826.6049
100,Immersive Reader,32_128,NV12,No,2000,18,24725.2094
250,None,4_16,NC12 Promo,Yes,2000,6,15543.5718
50,Face,32_128,NC12 Promo,No,500,6,9267.2598
100,Face,32_128,NC12,Yes,0,3,9973.6449
50,Face,8_32,None,Yes,2000,6,4122.3636
1000,Speech Services,64_256,NV12,Yes,5000,12,60006.2921
500,Speech Services,8_32,NC12 Promo,Yes,100,18,32920.5308
250,None,64_256,NC12,Yes,500,12,16829.0521
100,Face,32_128,NC12 Promo,No,500,6,12129.2398
50,Speech Services,8_32,NV12,No,2000,12,4583.3208
50,None,8_32,NV12,Yes,0,12,4559.7708
50,Speaker,32_128,NV12,No,2000,3,7376.2049
500,Text Analytics,16_64,NC12 Promo,No,1000,6,31695.2326
100,Text Analytics,16_64,NC12,Yes,5000,3,8333.7913
50,Immersive Reader,8_32,NC12,No,1000,3,4851.6818
750,Speaker,32_128,NV12s v3,Yes,2000,3,46615.0749
750,Speech Services,64_256,NC12,No,100,12,45442.9521
1000,Speaker,4_16,NC12,No,2000,3,58934.0409
500,Speech Services,16_64,NV12,Yes,0,12,30437.8316
250,Speaker,8_32,NC12 Promo,Yes,1000,3,15551.9018
1000,Speaker,16_64,NC12 Promo,No,500,18,65252.7478
250,None,8_32,NC12 Promo,No,500,6,16148.6336
1000,Face,16_64,NV12s v3,No,0,3,59223.5213
1000,Text Analytics,4_16,None,Yes,2000,36,57301.9529
500,Text Analytics,16_64,NC12,Yes,1000,12,30225.8616
100,Face,16_64,NC12 Promo,Yes,2000,6,8808.1526
50,Face,16_64,NV12s v3,Yes,500,6,6089.7426
250,Text Analytics,32_128,NC12,Yes,0,12,16237.6987
750,Speech Services,8_32,NC12,No,100,18,47985.3308
500,None,8_32,None,Yes,100,12,28745.7708
500,Text Analytics,4_16,NC12 Promo,No,0,18,31063.9254
750,Speaker,64_256,NC12 Promo,Yes,500,3,49346.4995
250,Text Analytics,8_32,NV12s v3,Yes,2000,6,16316.0436
100,Speech Services,16_64,NC12,Yes,0,18,14465.9378
250,Text Analytics,8_32,NC12,No,0,18,19359.8008
50,None,16_64,None,Yes,5000,6,5356.1626
750,Text Analytics,8_32,None,No,5000,18,46661.2008
1000,Text Analytics,16_64,NV12s v3,No,5000,18,65411.8278
750,Text Analytics,4_16,NC12 Promo,No,2000,12,43606.5804
500,Face,64_256,None,No,5000,24,75033.596
1000,Face,64_256,None,No,2000,6,68861.479
100,Face,8_32,NV12,No,2000,12,7448.1608
100,Text Analytics,16_64,None,Yes,5000,24,15612.1304
1000,Immersive Reader,16_64,NV12s v3,Yes,0,3,59227.8013
50,Immersive Reader,64_256,NC12,Yes,500,6,15824.079
750,None,16_64,NC12 Promo,Yes,1000,18,50934.4878
100,Immersive Reader,4_16,NV12s v3,No,500,3,6799.8309
250,Text Analytics,32_128,NV12s v3,Yes,100,3,17963.0249
500,Speech Services,32_128,None,Yes,0,36,29006.3759
1000,Speech Services,16_64,NV12s v3,Yes,500,6,60464.6226
750,Face,32_128,NV12,No,0,3,47409.0349
100,Immersive Reader,4_16,NC12 Promo,Yes,2000,6,6964.7518
250,Face,32_128,NV12,Yes,500,6,21699.6298
1000,Speech Services,32_128,NC12 Promo,No,500,6,63642.1398
50,None,8_32,None,Yes,100,12,2987.8908
500,None,4_16,None,No,500,6,29248.4818
100,Text Analytics,32_128,NV12,Yes,500,18,24706.1494
50,None,32_128,NC12 Promo,No,2000,6,9276.3198
250,Text Analytics,16_64,None,No,5000,36,14494.1316
1000,None,32_128,NC12,Yes,2000,3,61510.0949
50,Immersive Reader,32_128,NC12,Yes,100,3,7121.6049
1000,None,32_128,NV12,No,100,12,59402.7187
50,Text Analytics,16_64,None,Yes,500,18,10267.6078
50,Speaker,4_16,NV12,No,2000,3,4785.8609
750,Speaker,8_32,NC12 Promo,Yes,5000,18,47268.6008
50,Speaker,8_32,NC12,Yes,2000,12,4368.0508
50,None,32_128,None,Yes,500,18,20266.6294
250,Face,8_32,NV12,No,0,6,17124.2936
100,Immersive Reader,4_16,NC12,Yes,100,6,7701.7318
500,Speaker,8_32,NC12,Yes,2000,6,31239.6536
50,None,64_256,NV12s v3,Yes,500,18,38408.237
250,Immersive Reader,8_32,None,No,5000,18,18048.4708
500,Face,16_64,None,No,2000,6,31110.9426
500,Immersive Reader,64_256,NC12,Yes,500,6,41581.959
100,Immersive Reader,4_16,None,Yes,100,3,6045.2609
100,Immersive Reader,64_256,None,Yes,1000,3,11546.3695
750,Speaker,8_32,NV12s v3,No,2000,18,47418.1308
1000,Speech Services,4_16,None,Yes,0,12,57299.8504
50,Face,4_16,NV12,No,5000,6,5088.8818
250,Face,4_16,NV12s v3,Yes,2000,3,15393.4309
100,Speaker,4_16,NV12s v3,No,0,6,7103.8418
750,Face,64_256,NC12,No,1000,18,79084.247
50,Speaker,32_128,NC12 Promo,Yes,500,12,4060.8087
250,None,32_128,NV12s v3,No,1000,18,32469.1294
50,Speaker,16_64,NC12 Promo,Yes,2000,3,4725.2713
100,Face,32_128,NC12 Promo,No,100,18,23718.6094
250,Speaker,4_16,NC12 Promo,No,500,18,16779.9054
1000,Immersive Reader,16_64,NV12s v3,Yes,100,3,59233.4613
100,Text Analytics,64_256,NC12,Yes,5000,6,18696.799
100,Text Analytics,4_16,NC12,No,1000,12,7149.6604
750,Immersive Reader,16_64,NC12 Promo,Yes,5000,12,43799.9816
1000,Speaker,8_32,NV12,Yes,100,18,62539.1108
1000,Face,64_256,None,No,2000,18,92052.157
100,Text Analytics,8_32,None,No,1000,24,10677.4144
100,Text Analytics,64_256,None,No,5000,6,17348.819
750,None,32_128,NC12,Yes,5000,6,50104.9598
750,Speaker,4_16,None,Yes,500,12,43015.8404
100,Immersive Reader,16_64,NC12,No,2000,12,7343.0616
100,Immersive Reader,32_128,NV12,Yes,2000,3,10231.0349
250,Speaker,64_256,NC12,No,100,18,50463.877
500,Speaker,8_32,NC12,Yes,2000,3,30622.6718
100,None,4_16,NC12,Yes,0,18,8922.8954
1000,Face,4_16,NV12,Yes,0,12,58880.2504
250,Speech Services,8_32,NC12,No,1000,3,16292.4818
1000,Speech Services,4_16,NC12 Promo,No,2000,18,59707.3354
750,None,16_64,NV12,Yes,2000,3,45763.2213
750,Face,64_256,NV12,Yes,1000,12,45687.3021
750,Speaker,4_16,NC12 Promo,No,1000,3,43863.2809
100,Speech Services,16_64,NC12,No,2000,6,9560.1626
50,None,8_32,NC12 Promo,No,2000,3,4095.6318
500,Speech Services,32_128,None,No,1000,36,29023.9659
1000,Speaker,16_64,None,No,500,24,67124.3004
500,Face,8_32,NC12 Promo,No,100,6,30455.4636
100,None,32_128,NV12s v3,Yes,2000,18,23889.1294
50,Face,8_32,NV12,No,2000,6,5699.9036
1000,Speaker,16_64,None,Yes,5000,3,58515.8613
1000,Face,8_32,NC12,Yes,2000,3,59231.1018
1000,Text Analytics,8_32,NV12,Yes,5000,3,59463.7618
500,Speech Services,4_16,NV12s v3,Yes,5000,12,29458.1004
50,Face,8_32,NC12,No,1000,18,7932.3108
500,Immersive Reader,4_16,NC12 Promo,No,100,18,31076.7254
500,Immersive Reader,8_32,NV12,No,100,6,31444.1736
1000,Face,16_64,NC12 Promo,No,1000,3,59085.6213
1000,Speech Services,8_32,NC12,Yes,500,12,58719.5808
1000,Speaker,4_16,NV12s v3,No,5000,18,59883.0754
750,Speaker,16_64,None,Yes,5000,18,50367.5878
250,Face,32_128,NC12 Promo,Yes,5000,12,15515.1987
250,Face,4_16,NV12s v3,Yes,500,6,15690.0018
100,Speaker,4_16,NV12,Yes,0,6,7932.7818
100,Face,8_32,NV12,Yes,100,3,7927.0118
1000,Face,64_256,None,No,500,3,63051.8895
750,Immersive Reader,8_32,None,Yes,100,24,47878.4544
1000,Speaker,8_32,NC12 Promo,No,0,18,61549.0208
50,Face,4_16,None,Yes,2000,12,2948.5204
250,Speech Services,8_32,NC12 Promo,Yes,0,6,16137.0036
750,Speech Services,64_256,NV12s v3,Yes,1000,12,44855.5021
750,Speech Services,32_128,None,Yes,500,18,60334.4394
500,Speaker,4_16,NC12 Promo,No,100,6,29849.9118
250,Speech Services,64_256,NV12s v3,Yes,100,18,49850.207
1000,Speaker,4_16,NC12,Yes,2000,12,58685.6704
100,Speaker,16_64,NC12 Promo,No,0,18,13725.3578
500,Speaker,8_32,NV12s v3,No,2000,3,30023.2918
1000,Text Analytics,16_64,NV12,Yes,5000,3,60079.1113
250,Immersive Reader,8_32,NC12,No,500,18,19378.5708
100,Immersive Reader,16_64,NC12 Promo,No,0,3,7556.5513
500,Face,8_32,NV12,Yes,5000,18,33931.6708
750,Face,64_256,NV12,Yes,0,3,50307.8695
250,Text Analytics,8_32,NC12 Promo,No,0,18,18604.9308
100,Speaker,8_32,None,Yes,1000,12,5876.0908
50,Text Analytics,32_128,NC12 Promo,No,500,12,4046.5187
50,None,32_128,None,No,2000,6,8683.2098
50,Face,64_256,NV12,No,5000,18,39257.917
100,Face,16_64,NC12,Yes,0,12,7315.2316
250,Speech Services,4_16,NC12,No,1000,3,15983.9909
1000,Speech Services,4_16,NV12s v3,Yes,1000,18,59856.8654
1000,Immersive Reader,16_64,NC12 Promo,Yes,500,3,59083.9413
50,Text Analytics,16_64,NV12s v3,No,1000,12,3868.6016
750,Speaker,64_256,NC12,No,1000,12,45469.1721
500,Speech Services,8_32,None,No,1000,36,28714.8058
100,Face,4_16,NV12s v3,Yes,2000,18,8349.9254
250,Speech Services,64_256,NC12,No,5000,18,50473.437
50,Speaker,4_16,NC12 Promo,Yes,1000,6,4103.9618
1000,Face,8_32,None,No,0,6,58476.5536
500,Speaker,16_64,NV12s v3,No,0,18,36776.7478
1000,Text Analytics,64_256,NV12s v3,No,2000,3,63809.5495
250,Immersive Reader,4_16,None,No,100,12,14382.8504
100,Immersive Reader,8_32,None,Yes,500,12,5862.9808
750,None,4_16,NC12,Yes,5000,18,46158.2354
500,Text Analytics,16_64,NC12 Promo,Yes,1000,12,29470.9916
100,Immersive Reader,16_64,NC12 Promo,No,100,12,6570.3016
1000,Face,8_32,NV12,No,2000,6,60077.6436
750,Face,32_128,NC12 Promo,No,100,18,60924.4394
750,Speech Services,32_128,NV12,Yes,0,18,61900.3494
1000,Text Analytics,64_256,NC12 Promo,No,0,6,69428.179
250,None,8_32,NC12,No,2000,12,15801.7008
500,Speaker,32_128,NV12,No,500,3,33122.1649
50,Speech Services,64_256,NC12,No,100,6,15810.969
50,Face,64_256,NC12,Yes,1000,6,15825.759
1000,Speaker,32_128,NC12,No,5000,3,61530.3449
500,Face,64_256,NV12,No,500,3,36009.5695
250,Face,16_64,NV12s v3,Yes,1000,12,15319.4016
50,None,8_32,NV12s v3,No,5000,6,4874.0636
750,None,16_64,NV12,Yes,100,18,51906.9878
100,Speaker,32_128,None,Yes,5000,18,23160.7794
750,None,4_16,NV12,No,2000,3,44839.3809
250,Face,4_16,NV12s v3,Yes,0,6,15678.3718
1000,Immersive Reader,8_32,NV12s v3,Yes,500,18,61708.9908
100,Immersive Reader,32_128,NC12 Promo,Yes,100,12,6909.6687
250,Speaker,16_64,NC12,No,1000,3,16922.1213
100,Face,32_128,NV12,Yes,500,18,24709.0094
1000,Text Analytics,32_128,None,No,0,18,74632.7394
50,Text Analytics,4_16,NC12,No,1000,12,4287.6804
1000,None,32_128,NV12s v3,No,0,18,75381.3394
100,Speech Services,8_32,NC12,No,2000,6,8329.4636
1000,Face,4_16,NV12,Yes,500,18,60682.7054
250,Face,16_64,NV12,No,0,6,18354.9926
500,Speech Services,64_256,NV12,No,500,3,36006.7095
750,Immersive Reader,16_64,NC12,No,500,3,45528.8813
50,Text Analytics,64_256,NC12,Yes,2000,18,39019.537
500,Text Analytics,32_128,NV12,No,100,12,30782.8587
1000,None,64_256,NV12s v3,No,1000,3,63803.5895
750,Face,32_128,NV12s v3,Yes,5000,6,49508.4398
100,Text Analytics,4_16,None,No,5000,18,7604.4254
1000,Speech Services,4_16,NC12 Promo,Yes,100,3,58146.9909
1000,Immersive Reader,16_64,None,Yes,2000,18,64664.4078
250,Speech Services,64_256,NV12,No,5000,3,21714.6495
1000,Face,16_64,NC12 Promo,No,5000,12,58105.6316
1000,Speech Services,32_128,None,Yes,500,18,74644.3694
1000,Speech Services,64_256,NC12 Promo,No,0,12,58992.3521
250,Speech Services,4_16,NC12 Promo,No,2000,18,16777.5354
100,Text Analytics,4_16,NV12,No,500,3,7621.6309
1000,Speech Services,8_32,NC12 Promo,No,500,3,58461.4518
500,Text Analytics,32_128,NV12s v3,No,5000,3,32296.8149
250,Text Analytics,4_16,None,No,500,24,16789.4872
750,Text Analytics,16_64,NC12 Promo,No,2000,18,50940.4478
100,Immersive Reader,8_32,None,No,5000,36,5837.9658
500,None,4_16,NC12,No,0,6,30584.8318
1000,Immersive Reader,8_32,NV12,No,100,6,60064.0336
750,Face,32_128,NC12,No,5000,3,47208.9849
50,Immersive Reader,8_32,NV12,Yes,500,6,5692.2636
750,None,64_256,NC12,No,1000,12,45454.8821
50,Text Analytics,16_64,NC12,No,500,6,6686.2626
500,Immersive Reader,16_64,NV12,No,100,12,30450.6316
100,None,4_16,NC12 Promo,No,500,6,6945.6918
250,Speaker,4_16,NV12,Yes,1000,12,15979.4704
50,Speech Services,4_16,NC12,No,500,18,6072.5454
500,Speech Services,4_16,NC12,No,5000,18,31848.3054
250,Speaker,64_256,None,Yes,100,18,49115.897
250,Speaker,4_16,NC12 Promo,Yes,5000,12,15006.9604
100,Face,32_128,NV12s v3,Yes,100,3,9379.9249
250,None,32_128,NV12,No,5000,3,18815.8149
750,Face,8_32,None,Yes,0,12,43052.9008
50,None,64_256,NC12,No,5000,6,15834.819
500,Text Analytics,8_32,NV12,No,2000,18,33922.8508
500,Speech Services,8_32,NC12 Promo,Yes,0,12,29333.2208
1000,Speaker,4_16,NC12,No,0,3,58910.4909
750,Face,32_128,NV12,No,100,6,50313.5298
50,None,8_32,NC12 Promo,No,0,18,7156.9908
1000,Immersive Reader,64_256,NV12s v3,Yes,2000,6,69614.359
250,Immersive Reader,4_16,NV12,No,5000,6,16541.1018
50,Immersive Reader,16_64,NC12 Promo,No,1000,12,3720.2516
250,None,32_128,None,Yes,2000,6,20131.1498
1000,Face,64_256,NC12,No,1000,6,70203.499
500,Immersive Reader,64_256,NC12,Yes,500,3,35784.2895
750,None,64_256,NC12,Yes,100,18,79069.457
750,Text Analytics,64_256,NV12s v3,Yes,500,12,44849.5421
50,Face,32_128,NV12,No,2000,12,5045.7287
500,Speaker,16_64,NV12s v3,No,500,18,36788.3778
50,Immersive Reader,64_256,NV12,Yes,0,18,39232.687
1000,Speech Services,64_256,NC12 Promo,Yes,100,18,92624.517
750,Speech Services,8_32,NV12,No,0,3,45124.3218
750,Text Analytics,16_64,None,No,100,3,44167.7913
50,Immersive Reader,64_256,None,No,1000,3,8684.3895
500,Immersive Reader,4_16,NC12 Promo,No,1000,6,29854.6918
500,Immersive Reader,64_256,NC12 Promo,No,1000,18,64023.727
250,None,64_256,NC12 Promo,No,0,6,26498.379
750,Immersive Reader,8_32,None,No,5000,18,46668.3408
50,Face,8_32,NV12,No,100,12,4568.2908
100,Text Analytics,8_32,None,Yes,0,24,10659.8244
50,Face,8_32,NC12,No,1000,18,7932.3108
500,Face,8_32,NV12s v3,No,1000,3,30005.9018
500,None,8_32,NC12,No,1000,3,30602.4218
100,None,16_64,NV12s v3,No,0,6,8937.2326
500,Speaker,64_256,NV12s v3,Yes,1000,6,40995.689
1000,Immersive Reader,8_32,NV12s v3,No,2000,3,58636.0018
250,Speaker,8_32,NV12s v3,Yes,1000,12,15210.6508
250,Speaker,32_128,NC12,Yes,1000,18,33082.7994
1000,Speech Services,8_32,NC12,Yes,1000,3,59222.2818
1000,Speech Services,16_64,NC12 Promo,No,0,3,59065.1713
100,Speech Services,32_128,NV12s v3,Yes,2000,18,23889.1294
750,Face,16_64,NC12,Yes,0,18,51674.6278
100,Face,4_16,NC12 Promo,Yes,500,3,6640.0609
50,Speaker,64_256,NC12,Yes,5000,12,5413.2821
100,Speaker,64_256,NV12,No,0,12,8475.3121
100,Speaker,16_64,NV12,No,1000,18,14727.3778
500,Immersive Reader,32_128,NV12s v3,No,100,12,29961.0587
1000,Speech Services,8_32,None,No,5000,36,57346.5858
50,Immersive Reader,16_64,NV12s v3,No,500,3,4861.6913
1000,Immersive Reader,64_256,NV12,No,500,12,59995.5521
250,Speaker,8_32,NC12 Promo,Yes,100,6,16156.9536
100,Speaker,64_256,None,No,5000,3,11565.4395
1000,Speech Services,16_64,None,Yes,500,36,57406.0516
750,Face,16_64,NV12,Yes,500,6,46986.4926
50,Text Analytics,8_32,NC12,Yes,1000,18,7929.4508
250,Speaker,16_64,None,Yes,500,24,24194.5004
100,Speech Services,4_16,NV12s v3,No,500,12,6544.3204
500,Face,8_32,NV12,Yes,100,18,33907.8208
100,Face,64_256,NC12,No,100,3,12878.1395
500,Speech Services,4_16,NC12 Promo,No,1000,3,29539.0609
50,Text Analytics,16_64,NC12 Promo,No,0,12,3695.5216
100,None,64_256,NV12,No,2000,6,18920.399
750,Speech Services,16_64,NC12 Promo,No,5000,3,44784.7513
50,Immersive Reader,32_128,None,Yes,0,3,5767.9649
250,Speech Services,16_64,None,Yes,1000,24,24186.1704
50,Face,16_64,NC12 Promo,No,500,18,10863.5778
100,None,32_128,None,No,500,12,6315.3887
50,Text Analytics,64_256,None,Yes,500,3,8671.2895
100,Immersive Reader,64_256,None,Yes,5000,18,40546.637
50,Immersive Reader,4_16,NV12,Yes,2000,18,6321.1654
500,Text Analytics,32_128,None,Yes,1000,36,29023.9659
100,Speech Services,32_128,NC12,No,500,3,9982.4149
50,Face,8_32,NC12 Promo,Yes,0,18,7159.8508
250,Face,16_64,NC12,No,500,3,16904.7313
50,Speech Services,4_16,None,Yes,5000,6,3508.4818
100,None,8_32,NV12s v3,No,2000,12,6616.3608
50,Speaker,8_32,NV12,No,0,18,8155.7108
50,Speaker,16_64,NC12 Promo,No,1000,18,10880.9678
100,None,4_16,NC12,No,0,3,7380.4409
100,Speaker,32_128,NV12s v3,Yes,500,6,12296.1598
500,Immersive Reader,32_128,NV12,No,0,12,30784.3387
50,Face,4_16,None,No,0,18,4715.7954
250,Speaker,8_32,None,No,2000,3,14964.7518
100,Face,16_64,NC12,Yes,5000,18,14498.3078
750,Speaker,8_32,NV12s v3,Yes,500,12,43824.5608
250,None,64_256,NV12s v3,Yes,500,12,16229.6721
100,Immersive Reader,4_16,None,No,2000,6,6371.6418
1000,Face,8_32,NV12s v3,No,100,3,58613.8318
1000,Speech Services,16_64,NC12 Promo,Yes,100,3,59070.8313
500,Face,16_64,NC12,Yes,2000,6,32458.9226
250,None,16_64,NC12,No,100,12,15903.9916
250,Face,16_64,None,No,5000,3,15574.6313
500,Face,64_256,NV12s v3,No,500,3,35180.6295
500,Speaker,16_64,NV12,Yes,0,6,32676.3626
100,None,16_64,NV12,No,2000,12,7565.4816
100,Speaker,8_32,NC12 Promo,Yes,2000,6,7588.8836
100,None,64_256,None,Yes,5000,3,11551.1495
1000,None,64_256,NC12 Promo,Yes,1000,18,92636.447
1000,Speaker,8_32,NV12,Yes,500,12,58963.4308
1000,None,32_128,NV12,No,5000,12,59426.5687
500,Speech Services,4_16,NC12,No,500,3,30287.9709
750,Immersive Reader,4_16,NV12,Yes,100,18,46371.0854
50,Text Analytics,4_16,NV12,Yes,1000,6,5074.1018
1000,Speaker,16_64,None,Yes,5000,3,58515.8613
100,Face,4_16,NC12 Promo,No,1000,3,6646.0209
750,Face,16_64,NC12,Yes,100,18,51680.2878
250,Immersive Reader,8_32,None,Yes,500,3,14945.6818
250,Speaker,8_32,NV12s v3,No,500,6,16318.4136
750,Speaker,16_64,None,Yes,500,18,50349.7078
50,Face,64_256,None,No,500,6,14471.819
500,Text Analytics,32_128,NV12,No,100,12,30782.8587
50,Text Analytics,64_256,None,Yes,500,36,3646.6481
50,Immersive Reader,32_128,None,Yes,100,24,26065.4692
500,Speech Services,4_16,NV12,No,100,6,30820.0518
100,Speaker,8_32,NC12,Yes,100,6,8325.8636
750,Face,8_32,NC12,Yes,500,3,44909.2518
100,Speech Services,8_32,NC12,No,5000,3,7718.4418
100,Text Analytics,16_64,NC12,Yes,5000,12,7341.8816
1000,Face,4_16,NC12,No,500,18,60453.1454
100,Face,16_64,NC12 Promo,No,2000,12,6583.9116
750,Speech Services,16_64,None,No,1000,18,50341.3778
1000,None,8_32,NV12s v3,No,100,18,61695.8808
50,Speaker,16_64,NC12,No,0,18,11618.2478
250,Text Analytics,64_256,NC12 Promo,Yes,500,12,16074.1821
500,Immersive Reader,4_16,NC12 Promo,Yes,5000,3,29558.1209
750,Speech Services,4_16,NC12,No,2000,6,44918.3118
100,Speech Services,16_64,NC12 Promo,No,0,18,13711.0678
250,None,8_32,NV12s v3,No,2000,12,15202.3208
500,None,4_16,NV12,Yes,500,18,32059.9854
750,Face,64_256,NV12s v3,Yes,2000,3,49502.4795
250,Speech Services,4_16,NV12s v3,Yes,5000,3,15396.5309
500,Text Analytics,32_128,NC12,No,1000,12,30565.2287
100,Text Analytics,64_256,NV12s v3,Yes,500,12,7643.7121
250,Face,16_64,NV12,Yes,100,18,23289.9778
750,Text Analytics,32_128,None,No,100,36,43321.9659
1000,None,8_32,NC12,Yes,2000,6,59845.2236
250,Speaker,8_32,NC12 Promo,Yes,1000,3,15551.9018
750,Face,64_256,NV12s v3,Yes,5000,3,49508.4395
250,Speaker,4_16,NC12 Promo,Yes,1000,18,16785.8654
250,Speaker,4_16,NV12s v3,No,0,6,15689.8018
750,None,32_128,None,No,5000,24,66149.9892
50,Face,32_128,NV12,Yes,2000,18,21858.9494
500,None,16_64,NV12,Yes,500,3,31441.3713
100,Text Analytics,4_16,NC12,No,500,12,7143.7004
1000,Text Analytics,32_128,NV12s v3,No,5000,18,75410.8494
1000,Speaker,64_256,NC12 Promo,Yes,0,18,92633.147
250,Speech Services,8_32,NV12,Yes,500,18,19600.9908
100,Speaker,8_32,None,Yes,100,12,5864.1608
250,Speaker,16_64,NV12,No,500,12,16153.8116
100,Speech Services,8_32,NC12,No,5000,12,7221.7008
250,Speech Services,8_32,NC12 Promo,No,100,3,15525.6818
750,Speech Services,16_64,None,Yes,1000,24,52806.0404
1000,Face,32_128,NC12,No,5000,12,59199.8687
500,Immersive Reader,16_64,NV12,No,5000,12,30474.4816
