Data Storage (GB),Software Licenses,Type of machine,GPU,File import,Export file size (MB),Time period,Cost in pounds
50,Speech Services,4_16,NC12 Promo,Yes,100,3,3769.2509
500,Speech Services,64_256,NC12,Yes,0,12,31127.3621
500,Face,16_64,NV12s v3,Yes,5000,12,29641.2616
250,Speaker,4_16,NV12s v3,No,500,3,15392.9409
1000,Speech Services,8_32,NC12 Promo,Yes,500,3,58461.4518
100,None,4_16,NC12,Yes,5000,3,7409.9509
750,Text Analytics,16_64,NV12s v3,No,5000,3,44940.2413
250,Speaker,16_64,NV12,No,100,3,17139.7513
500,Speaker,64_256,NC12,No,0,12,31141.6521
750,Immersive Reader,16_64,NC12,No,0,18,51678.9078
250,Immersive Reader,4_16,NC12 Promo,No,5000,12,14999.8104
250,Immersive Reader,32_128,NV12s v3,Yes,500,18,32470.3094
750,Face,4_16,NV12,No,5000,12,44599.8304
1000,Text Analytics,32_128,None,Yes,2000,36,57649.7859
500,None,64_256,NC12 Promo,Yes,1000,18,64016.587
250,Speaker,32_128,NV12,Yes,100,3,18806.2549
250,Text Analytics,64_256,NV12,Yes,2000,6,27506.359
1000,Speaker,4_16,NC12 Promo,Yes,5000,3,58185.1309
100,Speech Services,4_16,NV12s v3,Yes,5000,6,7119.0618
1000,Immersive Reader,4_16,None,Yes,1000,36,57303.1329
50,Face,16_64,NV12s v3,No,1000,12,3871.4616
750,Immersive Reader,16_64,NC12,No,5000,18,51708.4178
500,Text Analytics,64_256,None,No,1000,36,29410.4881
750,Speaker,4_16,NC12 Promo,No,5000,12,43626.8304
500,None,64_256,NC12,Yes,1000,18,64771.457
100,Speaker,8_32,NV12s v3,No,500,3,7115.4718
750,Text Analytics,4_16,NC12 Promo,No,1000,6,44157.4818
250,Speech Services,4_16,None,Yes,100,3,14624.0809
1000,None,4_16,NC12,Yes,2000,18,60462.2054
100,None,64_256,NV12,No,100,18,42093.187
1000,None,16_64,NV12,No,1000,6,61299.5226
1000,Immersive Reader,64_256,NV12s v3,Yes,1000,3,63810.7295
750,Face,64_256,NC12 Promo,Yes,500,3,49335.0695
50,Text Analytics,32_128,NC12,No,5000,6,10037.1498
100,Face,4_16,NC12 Promo,Yes,500,12,6391.6904
100,Speaker,64_256,NC12 Promo,No,5000,3,12158.5495
750,Speaker,64_256,NV12s v3,No,2000,6,55311.579
50,Face,32_128,NV12,Yes,100,12,5027.8387
500,Text Analytics,16_64,NC12,Yes,0,3,31200.1813
100,Text Analytics,4_16,NC12 Promo,Yes,0,18,8168.0254
750,Speaker,8_32,NV12,Yes,100,3,45144.2718
750,Text Analytics,64_256,NC12,Yes,500,6,55884.749
250,Speaker,8_32,None,No,5000,12,14473.9708
250,Text Analytics,32_128,NC12,Yes,1000,6,21473.1698
100,None,64_256,NV12s v3,Yes,5000,12,7661.5921
500,Speaker,8_32,NC12,Yes,0,6,31216.1036
50,Immersive Reader,4_16,NC12 Promo,No,100,12,3528.0204
250,Immersive Reader,8_32,NC12,Yes,0,12,15785.2908
50,Speaker,32_128,NC12 Promo,No,1000,6,9284.6498
1000,Speaker,32_128,NC12 Promo,Yes,5000,18,75269.6494
100,Text Analytics,8_32,None,No,1000,36,5818.9058
50,Immersive Reader,32_128,None,Yes,500,6,8678.4298
500,None,64_256,NV12,No,2000,6,41816.299
1000,Face,64_256,NC12 Promo,Yes,2000,3,63656.9195
250,Speech Services,16_64,NV12,No,2000,12,16151.4416
500,Speaker,64_256,None,Yes,500,36,29418.8181
500,Immersive Reader,64_256,NV12,Yes,0,18,64990.567
50,Speech Services,32_128,NC12 Promo,No,1000,12,4052.4787
100,Immersive Reader,64_256,NV12,No,5000,18,42124.177
1000,Immersive Reader,16_64,NV12s v3,No,2000,6,60483.6826
100,Speech Services,4_16,NC12,Yes,0,12,7132.0704
750,Speech Services,64_256,None,Yes,100,24,89316.816
500,Face,64_256,NV12,Yes,1000,18,65003.877
100,None,32_128,NV12,Yes,0,12,7881.2987
50,Text Analytics,4_16,NV12s v3,No,5000,3,3948.5909
250,Text Analytics,64_256,None,Yes,100,24,60696.946
50,Text Analytics,32_128,NV12,No,500,18,21844.1694
100,Speaker,32_128,None,No,2000,6,11559.4798
750,None,32_128,NV12s v3,No,1000,3,46594.8249
100,Immersive Reader,32_128,NV12,No,5000,6,13135.8298
250,Speaker,4_16,NV12s v3,Yes,2000,18,16947.3154
250,None,64_256,NC12,Yes,0,6,27253.249
100,Face,32_128,NC12,Yes,100,12,7660.2587
250,Speech Services,32_128,NV12s v3,Yes,5000,12,15667.8287
500,None,8_32,NV12,Yes,1000,18,33916.8908
1000,Speaker,16_64,None,No,2000,36,57432.2616
250,Immersive Reader,32_128,NC12 Promo,No,2000,18,32326.7394
100,Face,8_32,NC12,No,5000,6,8338.2836
100,None,64_256,NC12 Promo,No,1000,6,17930.009
50,Face,8_32,NV12,No,5000,18,8173.7908
250,None,16_64,NV12,No,1000,3,17137.3913
750,None,8_32,NV12s v3,No,500,12,43810.2708
50,Text Analytics,4_16,None,No,1000,6,3496.5618
100,None,64_256,NC12 Promo,Yes,1000,18,41120.687
1000,None,64_256,NC12 Promo,No,0,18,92618.857
1000,Immersive Reader,64_256,NV12s v3,Yes,5000,12,59184.4921
500,Face,32_128,NV12,Yes,100,18,47598.9394
250,Text Analytics,16_64,NC12 Promo,Yes,5000,6,17397.2126
500,Speech Services,64_256,None,No,100,12,29785.0421
250,None,32_128,NC12,No,5000,6,21485.0898
100,Speaker,4_16,NV12s v3,Yes,100,6,7109.5018
50,Speech Services,4_16,NC12 Promo,No,500,12,3526.8504
750,Text Analytics,32_128,NC12,Yes,1000,3,47194.2049
250,Speaker,64_256,NV12s v3,Yes,0,18,49858.837
50,Speaker,8_32,NC12,Yes,2000,6,5481.7736
50,Speech Services,64_256,None,Yes,100,18,37653.667
50,Text Analytics,64_256,NC12,No,5000,18,39025.497
250,Speech Services,64_256,None,Yes,100,6,25910.929
750,None,64_256,NV12s v3,Yes,100,6,55279.399
100,Immersive Reader,64_256,NC12,No,100,6,18680.089
100,Speaker,4_16,NV12,Yes,5000,6,7962.2918
750,Text Analytics,4_16,NV12,No,1000,18,46375.8754
750,Immersive Reader,32_128,NC12,Yes,0,18,61677.9294
1000,Face,4_16,NV12s v3,No,5000,12,58080.8204
100,Text Analytics,32_128,NC12,No,1000,18,24482.5494
100,Speaker,32_128,None,Yes,5000,24,28958.4492
250,Immersive Reader,64_256,NC12,Yes,1000,18,50468.657
750,None,8_32,None,Yes,0,6,44163.7636
250,Speaker,32_128,NV12s v3,No,100,18,32471.4894
100,Text Analytics,4_16,NC12,Yes,5000,3,7409.9509
1000,None,16_64,NC12,No,0,3,59820.0413
1000,Text Analytics,4_16,None,Yes,1000,3,57565.8109
750,Text Analytics,8_32,NV12,Yes,2000,6,45764.8536
100,Face,32_128,NV12,Yes,100,18,24703.0394
500,Face,4_16,NV12,Yes,500,6,30828.8818
50,Speech Services,4_16,NV12s v3,No,5000,18,5491.0454
1000,Speaker,16_64,None,No,1000,18,64665.5978
750,None,8_32,None,Yes,5000,6,44193.2736
50,Speaker,8_32,NC12 Promo,No,0,18,7171.2808
1000,None,16_64,None,No,5000,36,57423.9316
1000,Speech Services,8_32,NV12,Yes,0,12,58937.5108
250,Text Analytics,16_64,NC12 Promo,No,0,3,16135.3713
500,None,4_16,NV12,No,2000,3,30529.4509
250,Text Analytics,16_64,NC12,Yes,1000,12,15915.9216
1000,Speaker,16_64,NV12,No,0,3,60063.8913
1000,None,8_32,NC12 Promo,No,500,12,57964.7108
100,Face,32_128,NC12,No,5000,3,10003.1549
50,Text Analytics,16_64,NV12s v3,No,5000,12,3880.5216
50,Speech Services,8_32,NC12,No,1000,6,5461.5236
250,Immersive Reader,8_32,NC12 Promo,No,1000,6,16161.7336
750,Face,4_16,NV12,No,1000,3,44836.2809
250,Face,16_64,None,No,2000,6,16801.0026
50,Immersive Reader,4_16,NV12,No,2000,18,6321.1654
250,None,16_64,NC12 Promo,No,5000,6,17397.2126
100,Immersive Reader,16_64,NV12s v3,Yes,100,6,8950.0326
100,Speaker,32_128,NC12,Yes,100,6,12889.5698
250,None,4_16,NC12,No,2000,6,16298.4418
1000,None,64_256,NV12s v3,No,2000,6,69607.219
250,None,4_16,NC12 Promo,Yes,100,3,15217.1909
750,Text Analytics,4_16,None,Yes,500,24,45409.3572
100,Speaker,32_128,NV12s v3,No,2000,6,12308.0798
500,Immersive Reader,4_16,NC12 Promo,Yes,0,3,29528.6109
500,None,8_32,NC12,Yes,2000,6,31225.3636
500,Speech Services,8_32,NV12s v3,No,100,12,29494.3708
500,Speech Services,8_32,NV12,Yes,5000,18,33928.8108
50,Immersive Reader,64_256,NV12s v3,No,0,6,15213.069
100,None,64_256,NV12,No,1000,6,18914.439
500,Speaker,4_16,None,No,100,6,29256.8018
1000,Speech Services,16_64,None,No,1000,3,58489.6513
500,None,4_16,NC12 Promo,Yes,2000,3,29545.0209
750,Speech Services,32_128,NC12,Yes,5000,12,44887.0787
750,Text Analytics,32_128,None,No,500,24,66132.1092
500,Text Analytics,8_32,NV12,No,5000,3,30843.9018
250,Immersive Reader,32_128,NC12,No,5000,12,16274.3487
500,Text Analytics,64_256,NV12,Yes,500,3,36006.7095
1000,Speaker,4_16,NV12s v3,No,2000,6,58643.1518
50,Face,16_64,NV12,No,100,6,6912.7126
1000,Speech Services,8_32,None,No,5000,18,60971.1308
50,Face,64_256,NV12s v3,Yes,500,3,9422.7495
1000,Speaker,16_64,NV12,Yes,2000,18,66249.0978
500,None,8_32,NC12,Yes,0,3,30584.8318
1000,Face,8_32,NV12s v3,Yes,2000,6,59248.7036
500,None,16_64,NC12,Yes,100,6,32438.1726
750,Immersive Reader,4_16,NC12 Promo,No,2000,18,45404.5454
250,Speaker,4_16,None,No,500,24,16803.7772
750,Speaker,16_64,NV12s v3,Yes,1000,6,46174.9426
100,Face,4_16,NV12,No,0,12,7364.4904
250,Immersive Reader,16_64,None,No,100,18,21716.7178
1000,Speech Services,8_32,NV12,Yes,100,3,59439.9118
1000,Speaker,32_128,NC12,Yes,5000,6,64429.1798
750,Face,4_16,NC12,Yes,1000,6,44915.2118
250,None,32_128,NC12,Yes,100,12,16243.3587
100,Immersive Reader,32_128,NC12 Promo,No,500,18,23728.8594
250,Face,64_256,NC12 Promo,Yes,500,6,26512.869
250,Speech Services,32_128,None,Yes,100,6,20113.2598
500,Speech Services,32_128,None,Yes,1000,24,51828.1392
1000,None,4_16,NC12,No,500,18,60450.2854
750,Text Analytics,4_16,NV12s v3,Yes,2000,6,44318.9318
100,Text Analytics,32_128,NC12 Promo,Yes,5000,3,9245.4249
500,Speaker,64_256,NC12,Yes,500,18,64779.787
100,Face,4_16,NV12s v3,Yes,500,12,6547.1804
250,Immersive Reader,32_128,None,Yes,500,24,37519.3792
750,Face,4_16,None,No,2000,6,43573.1918
750,Speaker,8_32,NC12,Yes,500,3,44920.6818
1000,Face,8_32,None,No,100,3,57865.2318
250,Immersive Reader,64_256,NC12,Yes,1000,18,50468.657
750,None,8_32,NC12,No,500,12,44409.6508
750,None,32_128,NC12 Promo,No,0,6,49320.5798
100,None,32_128,NV12s v3,Yes,100,3,9377.0649
250,Text Analytics,16_64,None,No,1000,3,15559.8513
1000,Text Analytics,32_128,NC12 Promo,No,1000,12,58430.2187
500,None,64_256,NV12,No,100,6,41798.409
750,Text Analytics,64_256,NC12,Yes,100,6,55878.779
750,Speech Services,16_64,None,Yes,1000,18,50341.3778
50,Face,64_256,None,No,500,6,14471.819
750,Speaker,8_32,NC12 Promo,Yes,500,6,44782.7936
50,None,4_16,None,No,0,36,2900.6629
750,Text Analytics,8_32,NV12s v3,Yes,1000,18,47397.8808
100,None,16_64,NC12,Yes,500,3,8315.9113
250,Speaker,8_32,NC12,Yes,100,6,16911.8236
250,Speech Services,64_256,NC12 Promo,No,5000,12,16092.0621
750,Speech Services,64_256,NV12s v3,Yes,100,6,55279.399
50,Speaker,4_16,NV12s v3,No,5000,6,4271.3718
1000,Immersive Reader,8_32,NC12,Yes,100,18,62302.4008
1000,Text Analytics,64_256,None,No,0,12,58399.2421
750,Speaker,8_32,None,No,500,6,44189.6836
50,Speaker,8_32,NV12,No,1000,3,5088.3918
500,Text Analytics,4_16,NV12,No,0,12,30257.5304
500,Text Analytics,64_256,None,Yes,0,18,63405.887
1000,None,4_16,None,Yes,100,12,57305.5104
250,Immersive Reader,8_32,NC12 Promo,Yes,100,12,15036.0808
100,Text Analytics,16_64,NC12 Promo,No,1000,6,8799.3326
500,Speech Services,64_256,NC12,Yes,0,18,64753.867
250,Speech Services,32_128,NC12,No,0,3,18556.7449
1000,Speech Services,8_32,NC12 Promo,No,500,12,57964.7108
750,Speech Services,16_64,NV12,No,2000,12,44771.3116
250,Text Analytics,64_256,NC12,Yes,2000,3,21479.1295
50,Text Analytics,8_32,None,No,1000,36,2956.9258
1000,Text Analytics,32_128,NC12,Yes,0,12,59167.4987
250,Immersive Reader,32_128,None,No,0,24,37507.7492
50,Speech Services,32_128,NC12,No,1000,18,21620.5694
250,Immersive Reader,32_128,NC12,Yes,5000,12,16274.3487
1000,Speech Services,32_128,NV12,No,2000,6,64638.4898
500,Text Analytics,16_64,NV12s v3,Yes,500,3,30612.4313
250,Speaker,4_16,NC12 Promo,No,0,3,15225.8209
1000,Speaker,8_32,None,No,2000,6,58511.5336
750,Immersive Reader,8_32,NV12,Yes,0,12,44634.7208
250,Speaker,32_128,None,No,5000,12,14933.5187
1000,Immersive Reader,4_16,NV12,Yes,0,12,58884.5304
250,None,16_64,NV12,Yes,0,18,23281.4578
500,Speech Services,32_128,NC12 Promo,No,500,12,29804.3987
100,Speech Services,64_256,NV12,No,1000,3,13116.7695
500,Immersive Reader,16_64,None,No,5000,36,28811.2116
1000,Speech Services,8_32,NC12 Promo,No,100,6,59072.4636
500,Immersive Reader,64_256,NV12s v3,No,0,18,64161.627
500,Speech Services,16_64,NV12,No,100,3,31435.4013
50,None,4_16,NV12s v3,No,2000,12,3694.2604
50,None,64_256,NC12 Promo,Yes,100,6,15056.099
250,Text Analytics,4_16,NC12 Promo,No,100,6,15525.6818
750,Immersive Reader,8_32,NV12s v3,Yes,1000,12,43823.3708
1000,Speech Services,16_64,None,No,100,12,57485.8116
750,Speech Services,4_16,NC12 Promo,No,5000,18,45403.3654
500,Speech Services,8_32,NC12,No,5000,3,30614.3418
500,Text Analytics,4_16,NV12,Yes,5000,18,32077.8654
1000,Text Analytics,32_128,NC12 Promo,No,2000,12,58436.1787
500,None,4_16,NC12 Promo,No,5000,18,31093.4354
250,Text Analytics,16_64,NV12s v3,No,100,3,16296.5213
250,Text Analytics,8_32,None,Yes,5000,12,14459.6808
750,Text Analytics,4_16,NV12s v3,No,1000,6,44312.9718
1000,None,32_128,NC12,No,0,12,59167.4987
250,None,64_256,None,Yes,500,6,25916.899
500,Speech Services,8_32,NC12 Promo,Yes,100,3,29835.6218
1000,Speech Services,4_16,None,No,1000,3,57565.8109
1000,None,4_16,None,No,1000,18,59108.2654
50,Speaker,4_16,None,Yes,5000,6,3522.7718
1000,Text Analytics,16_64,NV12,No,5000,6,61311.4426
250,None,32_128,NV12s v3,Yes,2000,18,32475.0894
500,Face,8_32,NV12,Yes,0,18,33902.1608
750,Immersive Reader,4_16,NC12,Yes,5000,12,44374.5504
1000,Immersive Reader,4_16,NV12,Yes,2000,18,60698.9054
50,Speech Services,8_32,NC12 Promo,No,0,18,7156.9908
1000,Text Analytics,64_256,NC12,No,5000,3,64414.8895
750,Immersive Reader,32_128,NV12s v3,No,2000,3,46607.9249
100,Speech Services,16_64,None,No,100,18,13123.6178
1000,Speaker,32_128,None,Yes,5000,18,74676.5394
1000,Speech Services,32_128,None,Yes,100,12,57825.1787
1000,Speech Services,32_128,NC12 Promo,Yes,0,3,60731.6749
100,Text Analytics,32_128,NV12,Yes,1000,3,10217.9349
100,None,8_32,NC12 Promo,No,0,18,10018.9708
250,Speaker,8_32,NV12,Yes,500,6,17147.3536
1000,Speech Services,4_16,NC12,Yes,100,3,58901.8609
100,Speech Services,4_16,NC12 Promo,Yes,2000,18,8191.5754
1000,Speaker,16_64,NV12,No,100,12,59077.6416
750,Text Analytics,4_16,None,Yes,100,36,42974.1329
100,Immersive Reader,16_64,NV12,No,100,18,14708.2978
250,Speech Services,64_256,None,No,1000,36,15100.5481
100,Text Analytics,32_128,None,Yes,2000,24,28938.1992
250,None,8_32,NV12,Yes,0,6,17121.4336
500,None,16_64,NV12,Yes,1000,3,31447.3313
100,Speaker,32_128,None,Yes,0,24,28928.9392
750,None,8_32,NC12,Yes,0,3,44894.7618
50,Speaker,8_32,NV12,No,5000,12,4603.5708
50,None,64_256,NV12,No,1000,6,16052.459
1000,Face,4_16,NV12,Yes,500,18,60682.7054
750,Text Analytics,4_16,NC12,No,2000,12,44361.4504
250,Speech Services,4_16,NV12s v3,Yes,500,6,15687.1418
250,Face,16_64,NV12s v3,No,500,12,15313.4416
100,Speaker,8_32,NV12,Yes,2000,6,8573.3136
1000,Immersive Reader,8_32,NV12,Yes,1000,12,58962.2408
750,Speaker,64_256,NC12,No,500,12,45463.2121
1000,Immersive Reader,4_16,NC12,Yes,2000,3,58926.8909
500,Speech Services,64_256,NC12,Yes,2000,18,64777.417
1000,None,16_64,NV12,No,1000,3,60067.1913
250,Speaker,8_32,NV12,Yes,1000,6,17153.3136
500,Speech Services,64_256,NV12,No,1000,18,65001.017
500,None,64_256,NV12s v3,Yes,0,12,30527.9821
50,Text Analytics,4_16,None,No,1000,3,3188.0709
250,None,64_256,NV12,No,100,3,21690.7995
750,Text Analytics,16_64,NV12,No,0,6,46972.0026
750,Face,8_32,NC12,Yes,1000,18,48000.1208
500,Text Analytics,16_64,NC12,No,500,3,31211.8113
750,Speech Services,8_32,NC12,Yes,2000,18,48003.2208
250,Speaker,32_128,NV12s v3,No,1000,12,15670.1987
500,Face,8_32,None,No,0,12,28742.9708
500,Speaker,16_64,NC12 Promo,Yes,0,18,36621.2578
750,Face,4_16,None,Yes,2000,24,45424.1372
1000,Speech Services,32_128,NC12,No,2000,12,59191.0487
750,Immersive Reader,64_256,NV12s v3,No,100,12,44850.7121
750,Speech Services,4_16,NV12,Yes,1000,18,46375.8754
250,Immersive Reader,8_32,NV12,Yes,2000,3,16535.1418
1000,Speaker,8_32,NV12s v3,No,500,3,58631.2318
50,None,64_256,NV12s v3,Yes,5000,12,4799.6121
750,None,64_256,NC12 Promo,Yes,5000,12,44711.9321
500,None,8_32,None,No,5000,18,32351.2708
250,Speech Services,4_16,NC12 Promo,No,2000,3,15235.0809
1000,Speaker,16_64,NV12s v3,No,5000,6,60496.7926
1000,Speaker,4_16,NV12s v3,Yes,2000,3,58334.6609
250,Text Analytics,4_16,NV12s v3,No,500,18,16921.1054
50,Speaker,4_16,NV12,No,100,12,4519.6004
100,Text Analytics,4_16,None,No,100,12,5789.7504
750,Text Analytics,32_128,NC12,No,500,12,44869.1987
250,Speaker,4_16,None,No,0,24,16792.1472
500,Immersive Reader,32_128,None,No,1000,36,29031.1059
50,Text Analytics,4_16,None,No,100,18,4718.5954
100,Speaker,4_16,NC12 Promo,Yes,5000,6,6977.8618
500,Face,4_16,NV12s v3,No,100,12,29437.1104
250,Immersive Reader,4_16,NC12,No,5000,12,15754.6804
1000,Immersive Reader,32_128,None,No,2000,3,60169.2549
50,Speaker,16_64,NV12s v3,Yes,0,6,6089.5426
750,Speech Services,4_16,NV12,No,1000,3,44833.4209
500,Text Analytics,4_16,NC12 Promo,No,2000,18,31087.4754
250,Immersive Reader,64_256,NV12,No,100,12,17059.7821
750,Speech Services,32_128,NC12,Yes,0,6,50075.4498
1000,Immersive Reader,16_64,NV12s v3,No,100,18,65395.1178
250,Text Analytics,4_16,NV12,No,1000,3,16213.5509
750,Text Analytics,64_256,NV12,No,1000,3,50322.5995
100,Immersive Reader,4_16,None,No,2000,3,6063.1509
50,None,4_16,NV12s v3,Yes,1000,3,3936.6709
250,Immersive Reader,16_64,NV12s v3,No,2000,6,17553.8826
500,Text Analytics,16_64,NV12s v3,Yes,2000,3,30624.3513
1000,Speaker,8_32,NC12 Promo,No,100,18,61554.6808
750,Face,4_16,None,Yes,500,24,45412.2172
100,Speech Services,64_256,NV12,Yes,1000,3,13116.7695
750,Speech Services,4_16,NV12s v3,Yes,500,12,43750.1504
50,Speech Services,64_256,NV12s v3,Yes,500,3,9419.8895
100,None,16_64,None,Yes,500,6,8200.2626
1000,Speech Services,64_256,NV12,No,5000,12,60006.2921
50,Face,4_16,NC12 Promo,No,100,12,3523.7404
50,Immersive Reader,16_64,NC12 Promo,Yes,100,18,10861.8878
750,None,8_32,NC12 Promo,No,2000,3,44163.4418
750,None,32_128,NC12 Promo,No,2000,3,46445.2949
50,Text Analytics,64_256,NV12s v3,Yes,1000,12,4787.6921
100,Text Analytics,64_256,None,No,2000,6,17342.859
750,None,16_64,None,No,2000,6,45418.0126
750,None,8_32,None,Yes,500,18,46643.3208
100,Speaker,16_64,NV12,No,1000,3,8565.7213
1000,Text Analytics,64_256,NV12,No,1000,6,70430.199
50,Immersive Reader,64_256,NV12,No,0,12,5606.1821
500,Immersive Reader,64_256,None,Yes,100,24,75014.026
1000,Speech Services,4_16,NV12,No,2000,18,60691.7654
250,Text Analytics,4_16,NV12s v3,No,100,3,15372.6809
50,Speaker,64_256,NV12s v3,No,1000,18,38428.487
250,None,4_16,None,Yes,5000,3,14647.9309
100,Immersive Reader,16_64,NV12,No,100,12,7554.7316
500,Immersive Reader,16_64,NV12,No,500,18,37610.1678
750,Speech Services,32_128,NC12,Yes,1000,3,47194.2049
1000,Immersive Reader,16_64,NV12,No,1000,6,61306.6626
100,Text Analytics,32_128,NV12s v3,No,0,18,23865.5794
250,None,64_256,NV12,Yes,100,3,21690.7995
100,None,4_16,NC12,No,1000,3,7398.0309
100,Immersive Reader,32_128,None,Yes,5000,3,8659.4549
750,Text Analytics,8_32,NV12,Yes,0,12,44627.5808
50,Immersive Reader,16_64,NV12,Yes,100,6,6916.9926
50,Speaker,32_128,NV12s v3,No,100,6,9428.2098
50,Immersive Reader,8_32,NC12 Promo,No,2000,12,3606.0308
250,Text Analytics,8_32,NC12,Yes,2000,6,16915.4236
750,Speaker,8_32,NV12,No,500,6,45767.2236
100,Face,16_64,NC12 Promo,No,2000,18,13737.4778
750,Immersive Reader,32_128,NV12s v3,Yes,500,6,49494.8398
250,Immersive Reader,16_64,NC12 Promo,No,100,18,22309.8278
750,Speech Services,16_64,NV12,No,2000,3,45763.2213
100,Immersive Reader,32_128,NC12,No,0,18,24472.0994
750,Face,4_16,NV12,Yes,5000,12,44599.8304
250,Immersive Reader,32_128,None,No,2000,3,17239.4549
100,None,32_128,NV12s v3,Yes,0,12,7052.3587
500,None,64_256,NC12 Promo,No,500,6,40819.949
750,Speaker,64_256,NV12s v3,Yes,5000,6,55317.539
750,Speaker,4_16,NC12,Yes,5000,18,46172.5254
250,Text Analytics,16_64,NC12 Promo,No,500,6,17379.3326
100,Immersive Reader,8_32,NV12s v3,No,2000,3,7120.2418
50,Text Analytics,64_256,NC12 Promo,No,1000,3,9270.3595
250,Face,32_128,NV12s v3,No,2000,18,32477.9494
500,Face,16_64,None,No,100,24,38487.0404
100,None,4_16,NC12 Promo,No,0,3,6625.5709
1000,Face,4_16,None,No,1000,24,59728.1072
100,Speaker,4_16,NV12,No,500,18,9178.3754
50,None,16_64,NC12,Yes,100,12,4456.0516
750,Speaker,64_256,NC12 Promo,Yes,5000,3,49364.3795
1000,Face,8_32,NC12,Yes,5000,12,58740.3208
250,Text Analytics,4_16,NV12s v3,No,5000,6,15705.0218
750,Speaker,8_32,NV12s v3,No,500,6,44938.2836
100,Text Analytics,32_128,NV12s v3,No,0,18,23865.5794
750,None,32_128,NC12 Promo,Yes,500,18,60927.5494
250,None,64_256,NV12s v3,No,2000,18,49868.097
750,Immersive Reader,8_32,NV12s v3,Yes,500,12,43817.4108
250,Speech Services,8_32,NV12s v3,Yes,100,12,15184.4308
500,Face,8_32,None,Yes,1000,24,33576.1744
1000,Speech Services,64_256,None,No,1000,12,58416.8321
500,Immersive Reader,16_64,NC12 Promo,Yes,100,3,30458.1113
250,Face,32_128,NV12s v3,No,500,3,17971.8549
1000,Immersive Reader,4_16,NC12 Promo,Yes,100,18,59696.5854
1000,Text Analytics,4_16,NV12,Yes,2000,12,58900.9404
50,Face,4_16,NV12,Yes,500,18,6304.9654
50,Face,4_16,NV12s v3,No,1000,18,5481.9854
750,Speaker,16_64,NC12,Yes,100,3,45530.0613
750,Face,8_32,NC12,Yes,0,18,47982.5308
250,Face,8_32,NC12 Promo,No,2000,6,16163.4136
100,Speaker,4_16,NC12,Yes,100,3,7400.3909
750,Speaker,4_16,NV12,Yes,2000,12,44605.3004
750,Immersive Reader,4_16,NV12,Yes,2000,12,44598.1504
100,Speech Services,8_32,NV12,Yes,1000,3,7936.0818
50,Face,8_32,NV12s v3,Yes,2000,12,3757.2408
750,Speaker,32_128,NC12,Yes,0,12,44871.8587
1000,Text Analytics,32_128,NV12s v3,No,100,3,60892.8249
750,Speaker,4_16,NC12,No,2000,12,44375.7404
50,Text Analytics,8_32,NC12,No,0,12,4330.2108
500,Speech Services,8_32,NV12s v3,Yes,5000,3,30014.9618
250,Text Analytics,64_256,NV12,Yes,500,12,17058.6121
100,Speech Services,4_16,NV12s v3,Yes,5000,12,6562.2004
500,Face,8_32,None,No,0,12,28742.9708
50,Speech Services,4_16,None,No,100,12,2927.7704
250,Speaker,4_16,NV12s v3,No,500,12,15144.5704
50,Speaker,8_32,NV12s v3,Yes,1000,12,3762.7108
750,Face,8_32,NV12s v3,No,1000,18,47400.7408
500,Text Analytics,8_32,None,No,1000,36,28714.8058
100,Face,8_32,NV12s v3,Yes,100,18,10182.9808
50,Speaker,8_32,NV12s v3,No,5000,12,3774.6308
750,None,4_16,NC12,Yes,500,6,44906.3918
750,Speaker,64_256,NC12 Promo,Yes,0,12,44696.7121
250,Text Analytics,32_128,NC12,No,2000,12,16261.2487
50,Speech Services,4_16,NV12,No,5000,12,4529.1604
500,Face,64_256,None,No,2000,12,29805.7921
500,Immersive Reader,16_64,None,Yes,0,18,36020.9978
750,Text Analytics,32_128,NV12s v3,No,0,12,44258.1887
50,Speech Services,16_64,NC12,Yes,5000,18,11633.4678
100,None,64_256,NV12s v3,No,1000,3,12287.8295
500,Immersive Reader,4_16,None,No,0,3,28935.5009
250,Face,4_16,NV12,Yes,500,12,15962.0804
50,None,32_128,NV12s v3,Yes,5000,6,9437.7698
50,Text Analytics,4_16,None,Yes,0,24,5329.9172
100,Speaker,4_16,NV12s v3,No,500,3,6806.9809
750,Speech Services,8_32,NV12s v3,Yes,0,18,47380.2908
250,Immersive Reader,32_128,NC12,No,0,18,33058.0594
100,Face,16_64,NC12 Promo,No,2000,12,6583.9116
1000,Face,4_16,None,No,500,18,59105.1654
100,Face,16_64,None,No,0,36,5881.5216
100,Face,16_64,None,No,5000,3,6988.6713
750,Speaker,64_256,NV12,No,0,6,56116.969
100,Text Analytics,16_64,NV12s v3,Yes,5000,12,6742.5016
250,Speaker,32_128,NC12 Promo,No,500,12,15508.7487
750,Speaker,16_64,None,Yes,500,3,44188.0513
750,Immersive Reader,8_32,NC12,Yes,5000,3,44931.4118
250,None,4_16,NV12,Yes,100,18,17744.0754
500,Face,32_128,NC12 Promo,Yes,500,18,46620.4794
500,Speech Services,64_256,NC12 Promo,No,2000,6,40831.869
100,Speaker,8_32,NC12 Promo,Yes,5000,6,7594.8436
250,Speaker,16_64,NC12 Promo,No,500,18,22322.9478
500,None,64_256,None,No,100,18,63411.547
500,Speech Services,32_128,None,No,500,24,51822.1792
50,Text Analytics,16_64,NV12,Yes,5000,6,6933.7026
